1066: The Year That Changed Everything[8422
12 Essential Scientific Concepts[1126
20th-Century American Fiction[230
30 Masterpieces of the Ancient World[7820
36 Books That Changed the World[9004
36 Revolutionary Figures of History[9003
Abraham Lincoln: In His Own Words[877
A Brief History of the World[8080
A Day's Read[2161
Advanced Investments[5751
Aeneid of Virgil[303
African Experience: From "Lucy" to Mandela[8678
After the New Testament: The Writings of the Apostolic Fathers[6537
Age of Henry VIII[8467
Age of Pericles[3317
A History of British India[8431
A History of Eastern Europe[8364
A History of European Art[7100
A History of India[8350
Albert Einstein: Physicist, Philosopher, Humanitarian[8122
Alexander the Great and the Hellenistic Age[327
Alexander the Great and the Macedonian Empire[3390
Algebra I[1001
Algebra II[1002
America and the New Global Economy[5620
America and the World: A Diplomatic History[8598
America in the Gilded Age and Progressive Era[8535
American Civil War[885
American Ideals:  Founding a "Republic of Virtue"[4855
American Identity[8540
American Mind[4880
American Revolution[8514
Americas in the Revolutionary Era[8617
Analysis and Critique: How to Engage and Write about Anything[2133
Ancient Empires before Alexander[3150
Ancient Greek Civilization[323
An Economic History of the World since 1400[5670
A New History of Life[1520
An Introduction to Formal Logic[4215
An Introduction to Infectious Diseases[1511
Apocalypse: Controversies and Meaning in Western History[6433
Apostle Paul[657
Archaeology: An Introduction to the World's Greatest Sites[9431
Argumentation: The Study of Effective Reasoning, 2nd Edition[4294
Art across the Ages[7150
Art and Craft of Mathematical Problem Solving[1483
Art of Conflict Management: Achieving Solutions for Life, Work, and Beyond[5964
Art of Critical Decision Making[5932
Art of Public Speaking: Lessons from the Greatest Speeches in History[2031
Art of Reading[2198
Art of Teaching: Best Practices from a Master Educator[2044
Art of the Northern Renaissance[7170
Augustine: Philosopher and Saint[611
A Visual Guide to the Universe with the Smithsonian[1893
Bach and the High Baroque[720
Becoming a Great Essayist[2521
Beethoven's Piano Sonatas[7250
Before 1776: Life in the American Colonies[8510
Beginnings of Judaism[6457
Behavioral Economics: When Psychology and Economics Collide[5532
Being Human: Life Lessons from the Frontiers of Science[1686
Between the Rivers: The History of Ancient Mesopotamia[3180
Biblical Wisdom Literature[6260
Big Data: How Data Analytics Is Transforming the World[1382
Big History: The Big Bang, Life on Earth, and the Rise of Humanity[8050
Biological Anthropology: An Evolutionary Perspective[1573
Biology and Human Behavior: The Neurological Origins of Individuality, 2nd Edition[1597
Biology: The Science of Life[1500
Birth of the Modern Mind: The Intellectual History of the 17th and 18th Centuries[447
Black Holes Explained[1841
Black Holes, Tides, and Curved Spacetime: Understanding Gravity[1231
Book of Genesis[6234
Books That Have Made History:  Books That Can Change Your Life[4600
Books That Matter: The Analects of Confucius[4642
Books That Matter: The City of God[6941
Books That Matter: The History of the Decline and Fall of the Roman Empire[3450
Books That Matter: The Prince[4944
Brain Myths Exploded: Lessons from Neuroscience[1671
Buddhism[687
Building a Better Vocabulary[9373
Building Great Sentences: Exploring the Writer's Craft[2368
Business Law: Contracts[561
Business Law: Negligence and Torts[562
Chamber Music of Mozart[7237
Change and Motion: Calculus Made Clear, 2nd Edition[177
Changing Body Composition through Diet and Exercise[1994
Chaos[1333
Chemistry, 2nd Edition[1012
Chemistry and Our Universe: How It All Works[1350
China, India, and the United States: The Future of Economic Supremacy[5892
Churchill[807
Cities of the Ancient World[3723
Civil Liberties and the Bill of Rights[8530
Classical Archaeology of Ancient Greece and Rome[3340
Classical Mythology[243
Classic Novels: Meeting the Challenge of Great Literature[2310
Classics of American Literature[250
Classics of British Literature[2400
Classics of Russian Literature[2830
Cognitive Behavioral Therapy: Techniques for Retraining Your Brain[9631
Comparative Religion[6172
Concert Masterworks[710
